monto,hora,n_transacciones_1h,tiempo_ultima_transaccion,score_riesgo,pais,dispositivo,fraude
130.7875783957741,19,2,195.92640277946214,89.27863022140306,US,Web,0.0
101.488935892602,6,3,137.3333743438336,39.424548472746714,US,iOS,0.0
218.22519124015147,0,3,373.6909766613438,61.23811497529622,EC,iOS,0.0
63.90661333763098,4,2,20.40759988978845,43.344712526865145,EC,Web,0.0
12.73723936155019,13,3,44.060668849792876,85.8897881281078,MX,Web,0.0
124.91263443165994,5,1,178.2232500111002,89.51501324396236,EC,Android,0.0
143.0392753076864,22,1,929.5810547486648,76.78186912221057,MX,iOS,0.0
82.38874948858287,6,1,767.6474807497902,2.1366622885967246,EC,iOS,0.0
147.38899667213644,11,1,135.94685753598966,6.665235792714452,US,iOS,0.0
68.0814731510278,6,2,60.582598662752474,72.56488223665029,MX,Android,0.0
73.9678838777267,17,2,128.1329159298223,90.12889172762904,US,Android,0.0
55.781419390842736,21,1,2291.796025961249,26.502934579954385,MX,iOS,0.0
2.574777399011373,15,2,15.60076684274069,69.9679806624318,CO,iOS,0.0
11.416743519186584,8,5,92.07193482225617,70.32268176975973,US,Android,0.0
3.1933681293053824,6,1,461.981371044878,82.57985088460545,EC,Web,0.0
101.17295509275495,22,3,442.01535051569624,10.105285960353394,EC,Android,0.0
37.73967087950999,13,3,138.7664339827409,63.06006202333333,BR,iOS,0.0
71.04371771341901,1,1,260.33920934379375,86.60157568656048,US,iOS,0.0
238.12655298459754,12,2,23.77212488697182,37.15586291686961,EC,Android,0.0
28.673882298329833,6,1,680.142541401466,85.87087095791367,US,iOS,0.0
52.82819748826726,18,3,290.40772314273727,92.7519799997092,CO,iOS,0.0
140.87491475385835,1,2,86.50057204684568,59.74654724153892,US,iOS,0.0
25.980515691739402,5,2,156.43382886688886,79.50521745978187,BR,Android,0.0
8.010427855017637,11,2,73.703060757037,4.18258291124336,BR,iOS,0.0
34.21403038870571,1,1,125.97103044372766,34.27009529735792,CO,Web,0.0
17.580835850006284,16,1,91.92716983605351,59.13251130308386,BR,Web,0.0
265.4950085880625,11,4,216.8119908252576,29.536269114018697,EC,Android,0.0
165.08870804845694,19,3,25.954834908857837,40.933261784490895,EC,Android,0.0
100.34941905205311,8,3,71.35274061735551,87.52741613359582,EC,iOS,0.0
205.1519730520813,13,0,13.861336619395148,44.00750774532642,US,Android,0.0
162.79689407405564,2,3,116.65770821242046,75.7204403541071,CO,iOS,0.0
20.649547635863907,2,1,142.72918577177703,22.789242665054598,US,Android,0.0
223.0813405235561,21,2,478.034991516747,30.329159613330457,EC,iOS,0.0
77.5099901966172,15,4,531.5494466064972,68.76577014022001,BR,iOS,0.0
164.73482913035662,5,1,518.0114191556675,20.505607979473684,US,Android,0.0
226.42426492862313,7,3,389.64040025963953,72.20941132438902,EC,iOS,0.0
38.27307164183185,12,2,31.320051236472583,92.89234594841803,CO,Web,0.0
11.659216012385084,21,1,361.88652552389794,39.81121488091043,US,Web,0.0
25.868674613938136,7,4,278.8060607378261,66.94288944445489,CO,Android,0.0
55.70576927486144,7,2,586.147508491517,59.88636917821653,MX,Android,0.0
170.3829726638945,6,0,244.06770409507263,25.828893358402038,EC,Web,0.0
197.13449718798333,4,1,39.20716065115236,6.148985958714592,US,iOS,0.0
0.6976409181650647,19,0,500.06269728124903,72.30339796658309,US,Android,0.0
71.48761593385558,0,1,57.97178536015711,33.77081902382363,BR,Android,0.0
54.02733209186713,12,2,367.48538241411205,80.32969435946424,BR,iOS,0.0
25.11673382758245,21,1,482.6477160747357,11.449114685704863,MX,Android,0.0
12.768039154564681,7,2,225.69346182549634,10.472542447597144,EC,Android,0.0
41.190857986243245,10,2,273.9326023482392,78.32342775836,EC,iOS,0.0
286.31211226911495,19,1,44.21690291634358,81.8066647802136,US,Android,0.0
39.03838028814744,6,1,749.4044759601861,10.635827331226476,BR,Android,0.0
73.1452805760152,18,1,162.59509042128965,45.303798961625475,EC,iOS,0.0
121.40869768808548,20,1,330.8755070180466,83.92377668924927,US,iOS,0.0
45.197449896696234,6,1,33.263167585224544,10.881516145375613,MX,Android,0.0
356.77981382916994,15,4,127.30814987588407,2.243351289276141,EC,Web,0.0
328.2009864541398,11,3,157.92933159736998,66.1095315290344,BR,Android,0.0
29.006129499220528,10,2,835.0468819127263,26.245495775579407,MX,Android,0.0
68.76592784638473,8,1,828.0500201630498,35.68059731551585,BR,Android,0.0
35.79304600790468,6,0,395.22169496749586,22.916662685791735,EC,Android,0.0
33.52496763810817,19,2,6.131145927013075,0.5044123733575101,BR,Android,0.0
3.758447776552253,21,2,156.24724757613978,41.50560749667554,US,Android,0.0
94.04920709825932,13,1,204.24179130552534,25.064419734187926,US,Android,0.0
69.85196328296385,3,3,700.9609022506638,93.06085000954914,US,iOS,0.0
5.285108738039248,2,1,466.54308096651823,26.45862565909344,EC,Android,0.0
32.662592101036935,8,1,65.87530739660652,2.0027954798434777,MX,iOS,0.0
238.88609510893403,4,2,21.951746271373814,17.16096373780742,MX,iOS,0.0
27.386055214207705,23,1,888.1471351553246,95.17181326142334,BR,Web,0.0
15.653086098546975,2,2,260.630936360578,45.142459701758376,BR,Web,0.0
67.22721094736363,0,3,265.0822715694437,98.66386962458722,US,Web,0.0
424.40369826152596,17,1,234.815190174371,6.155147963756235,CO,Web,0.0
27.71448135597262,12,3,826.8942272263708,76.24410466180215,CO,Android,0.0
111.51550102972934,3,5,33.95815412155945,60.4057353150067,EC,Android,0.0
143.3887626239463,17,0,199.94072967488523,97.61225484228788,US,Web,0.0
27.133317233580577,8,1,76.87833416315668,7.883860731931048,BR,Web,0.0
130.2748928492316,6,4,93.9923797326097,78.08089332429635,EC,Android,0.0
45.8522799264304,14,0,499.15125472292635,92.08429523527693,US,iOS,0.0
100.05037477317713,12,0,458.5826746168702,0.9474779064493122,US,Android,0.0
100.38378271376382,1,2,519.3353990088123,49.67351936904658,EC,Android,0.0
76.73852499523488,10,2,110.47432708688382,60.20394708273237,BR,Web,0.0
9.462915881162095,3,4,42.71249068162697,21.20911406044653,BR,Android,0.0
180.3644794246297,21,5,76.81274725033308,35.50163700342536,US,Android,0.0
38.68102936673966,17,0,14.410873499400486,77.31132012746059,EC,iOS,0.0
20.643210660755653,2,1,29.56627885594838,10.462654774028001,US,Web,0.0
4.1629759794345205,1,3,279.85495884311916,29.72349593958391,MX,Web,0.0
89.37784045945834,11,1,46.06404777607727,81.29709231085744,EC,Android,0.0
113.18517342673489,3,3,18.10390569927743,0.8573812767765476,US,Android,0.0
1.672694755847062,13,1,226.32444847138413,82.80608375529611,EC,iOS,0.0
71.76305845494883,15,2,193.05989996651658,72.03887777994947,EC,iOS,0.0
25.682414705495766,20,8,663.6595308094562,51.34378863201664,EC,iOS,0.0
103.61243415476919,3,3,57.253577794770706,70.62707263539694,BR,iOS,0.0
19.160422253913374,11,0,188.73846183413067,69.85788587407511,CO,Android,0.0
117.4212527567719,18,2,216.28738969326633,5.120485765324578,US,iOS,0.0
48.89587009811018,18,5,290.5903158927901,58.364682849441095,MX,Android,0.0
276.0343817804307,11,1,825.828654957436,28.975556129774137,MX,iOS,0.0
14.794441343927895,14,4,90.10634393810868,82.73679391421733,EC,Android,0.0
41.713243399517175,2,2,12.636364111034268,12.150267217530509,EC,Android,0.0
12.044428503699642,18,1,181.05466409240785,14.907970670770377,MX,Android,0.0
258.61903971507235,21,0,743.7407127460133,9.74766626661452,BR,Android,0.0
209.8333707160994,14,4,1145.3269672397332,56.50805890393041,EC,Android,0.0
29.83273700614889,19,2,63.618379303603795,82.6540934641128,EC,Android,0.0
107.87627390439145,22,4,50.17338837982647,79.33068214573892,BR,iOS,0.0
169.94840726392212,6,3,652.9410268335024,95.14776689814117,EC,iOS,0.0
81.01323606865081,3,0,512.3416173592988,7.1274789666599725,CO,Web,0.0
75.42794101939461,0,2,420.316744200187,64.01424454947514,EC,Web,0.0
27.687704543790314,8,3,452.1225208293917,19.35676232380722,EC,Android,0.0
9.772614047494073,6,1,111.93739047622081,21.408822960612273,EC,iOS,0.0
227.51232251945228,21,1,363.5095443654079,15.20181347648123,BR,iOS,0.0
230.67744276484268,4,4,50.22811581696789,16.32361337828325,BR,Android,0.0
100.26699194828848,8,1,130.54812760439333,59.03024104788924,EC,iOS,0.0
41.40465098113239,5,0,210.88452584500266,3.027748034549127,US,Android,0.0
42.95676158116439,23,1,30.527978825240247,68.55983653857783,EC,Web,0.0
129.4465429727118,22,1,3.936619762306824,85.15428558491256,US,Web,0.0
227.40973491072523,11,3,256.40693234108164,57.24736336619324,US,iOS,0.0
218.1132569396613,12,2,382.21585315690044,92.793863987595,EC,Android,0.0
151.3562191930903,0,0,263.3192923239147,73.65481393858134,EC,Web,0.0
102.7310693567705,14,1,588.485807243878,96.49362469269063,EC,Web,0.0
8.789172619608406,15,4,320.6032962023311,87.00473750237406,MX,Android,0.0
17.62942146834115,1,1,22.028561806198176,85.87417573550704,CO,Android,0.0
228.82305001775057,8,2,362.789023174411,82.15787323978489,EC,Android,0.0
93.24939469655895,9,3,738.6339136136648,99.71579712291964,EC,Android,0.0
0.9239605610994409,19,3,47.37410719846312,28.89752547175751,EC,Android,0.0
10.699690143594932,15,1,256.9623709311406,86.91420306224862,US,Android,0.0
108.9162387290241,14,4,245.29672990698145,95.34325784368089,EC,Web,0.0
0.5074437051797003,2,1,460.4296194688395,22.705347679930398,MX,Android,0.0
17.531581610419906,1,3,15.455628317411918,69.65512538260677,US,Android,0.0
79.56978461389316,7,2,875.2035598413497,98.1770082236992,US,Android,0.0
117.73152866548126,15,1,611.5051368528052,18.626809107302744,EC,Android,0.0
105.54414821352486,22,1,206.03557483235753,82.98797503877508,BR,Web,0.0
25.39498673080245,8,5,190.1277053485266,6.086510354691333,CO,Android,0.0
124.54172888985389,2,2,736.3229289987514,28.26542588148535,BR,Android,0.0
27.082375905280593,16,1,490.04800570105647,84.15826673662696,US,Android,0.0
39.363490891808446,12,2,167.08900085703155,86.43746856653031,US,Android,0.0
137.23575516657905,15,2,409.7693754257658,97.50079006622299,CO,iOS,0.0
104.87738143027681,4,1,669.0898708569438,61.74310734828163,BR,Android,0.0
189.1956077463401,4,4,180.56525050154934,23.419887439875488,US,Android,0.0
107.18132881697625,2,2,36.873731421649836,69.96632830675071,EC,Web,0.0
84.00443055872574,12,2,433.8704318677531,28.885240097793606,US,iOS,0.0
9.835706144841048,7,2,9.816647633667843,40.29089715885345,EC,Android,0.0
45.84163072070201,7,4,630.4533203018752,91.66476279574745,US,Web,0.0
30.816014785883116,16,2,203.38959334205867,0.41625207113454854,US,Android,0.0
27.970020366242128,14,2,332.30420992938195,84.88754824817221,MX,iOS,0.0
361.23094061629257,3,1,151.81721675156945,42.320902339619394,EC,Android,0.0
49.938749704002376,21,2,332.8199519770894,61.08248576522285,MX,Android,0.0
222.6055211248523,17,3,70.43819280270583,77.10491824189167,EC,Android,0.0
99.73343857364831,6,2,418.40911794956946,80.55254016863256,EC,Android,0.0
158.38252526883997,9,1,84.68253204673334,6.074027496802847,EC,iOS,0.0
69.84353243887705,0,4,225.7558464830295,16.99022042142665,MX,iOS,0.0
86.0155902641585,3,1,275.0618704119157,72.5605675721275,EC,iOS,0.0
67.82934333416935,10,1,53.36368063981702,5.714737797555358,US,Android,0.0
21.72148953252385,14,3,240.31356347268888,74.78850313815639,EC,Android,0.0
128.1761803065804,14,3,32.05876919769717,22.33550143409856,US,iOS,0.0
32.957736836626296,22,2,527.45586690611,87.30530405361986,BR,Android,0.0
2.4616481080688613,2,0,115.21099331754256,27.68167341874821,EC,Android,0.0
103.69687862952739,18,1,447.4375137620213,79.27525014817431,BR,Android,0.0
19.493357022482268,19,1,283.5682538356649,56.512620408535874,US,Android,0.0
282.1083147273303,23,2,119.06205342798064,76.52690695813091,US,iOS,0.0
307.75624127880235,13,4,226.58267712458488,51.32524398371814,EC,Web,0.0
246.35098846338414,2,2,344.1740561632053,23.103771673729522,MX,iOS,0.0
46.228739649736674,7,1,249.68322904414805,91.31519147018216,BR,Android,0.0
1.5577315371944382,9,3,312.1871664721019,97.96877088013866,EC,iOS,0.0
263.552345733189,8,3,623.7462580020627,10.870266811628538,EC,Android,0.0
55.89382770530613,23,1,245.39961002205155,3.9010912451301394,EC,Android,0.0
340.0842016122056,14,2,31.02454202924143,9.686283783965155,MX,Android,0.0
331.37354761302055,23,2,200.83640977544385,78.57790664517287,BR,iOS,0.0
191.7387017179419,8,2,195.58160408266585,39.62935122329363,BR,Android,0.0
34.87760681721603,3,3,3.082527235086633,51.94200167983304,MX,iOS,0.0
48.62919320986936,11,1,769.1046219643392,13.517720033947523,EC,Android,0.0
190.47266524780798,18,4,608.3033273087749,77.59644954529088,BR,iOS,0.0
38.11462314307171,23,1,532.331676328941,21.652930769959756,BR,Web,0.0
18.57186162957548,0,2,157.6219607433373,68.84279205954407,EC,iOS,0.0
81.37369920602278,13,2,878.7721446086956,1.0319650627321209,MX,Android,0.0
275.1293470807042,9,3,454.62156155446365,92.31006664878663,BR,Web,0.0
119.08255977579371,0,1,590.5876993474786,33.90415133911498,US,Web,0.0
84.41123364356555,3,1,350.9125990195946,82.87910828721323,MX,iOS,0.0
10.222819734932289,9,1,32.67334888323468,6.015417272150881,US,iOS,0.0
95.45307155177177,2,0,4.605501108467182,81.97113740773254,CO,iOS,0.0
461.05697478463173,15,2,288.5309028702897,32.967845543003996,US,Web,0.0
15.092058664226416,17,2,17.63079299931868,27.6146828293952,EC,iOS,0.0
73.04953249815037,11,3,1273.2516086096875,55.003377039684544,EC,iOS,0.0
209.86086379007943,20,1,13.84911867625088,10.370780686944759,US,Android,0.0
135.003424835367,18,2,351.6347661017574,17.90202134146034,US,Android,0.0
119.4074425301673,8,2,384.2214766160161,98.30898450262183,CO,Web,0.0
121.22875562244899,23,1,220.89527453325812,51.76297372217563,US,iOS,0.0
44.549234231494914,19,3,31.766319919271474,94.2711119432787,MX,iOS,0.0
34.75620842670952,4,7,780.5893045445678,44.259483082387916,EC,Android,0.0
165.73745072597123,4,4,184.75990918527677,0.8002800665785514,BR,Web,0.0
166.13281990870288,7,1,1107.2970716776133,73.483771836302,US,Android,0.0
201.7950047367915,6,4,162.89694768486223,32.701254153402225,US,iOS,0.0
244.46159618366363,18,3,38.13830257148215,86.69593559684901,US,Android,0.0
71.60932369329038,21,0,733.5613953587664,94.8740747278568,CO,iOS,0.0
69.61843775511993,21,2,42.15832627764472,98.87043103418874,CO,Web,0.0
160.09499323084876,17,1,551.0325864080379,57.40108996257217,EC,Android,0.0
104.97190748878002,14,2,132.73407006116844,85.06344739398321,US,iOS,0.0
121.0550648511517,0,0,103.39657651445867,35.2449716694117,EC,Android,0.0
158.86194749542048,6,0,64.46699287428652,52.21024234406103,EC,iOS,0.0
220.7323476346767,18,2,208.4234363318322,66.29289342959767,BR,iOS,0.0
41.24824071376542,4,3,50.54861976803972,94.71200731931731,CO,Android,0.0
47.09367887275563,7,2,13.239770393079635,95.71839387174592,EC,iOS,0.0
9.869603918736056,4,0,170.21937031099355,50.016953967033174,US,Android,0.0
86.34140266094347,4,3,195.43660026342562,71.82398537457799,EC,Android,0.0
3.6604104210857,4,0,693.3332056058205,63.61788322691032,US,Web,0.0
62.66069481821096,10,4,507.8738110285712,14.708230109116515,EC,Android,0.0
78.2294585687126,6,4,218.06549044821273,4.5412247611849255,MX,iOS,0.0
33.76306603145225,1,1,0.7028515936523082,20.819958731307597,EC,Android,0.0
89.36325301461753,16,1,314.2625490063384,26.05312089686488,BR,Android,0.0
3.0975062101474546,10,2,171.16608895163424,51.16724985506558,US,Android,0.0
3.806349928278938,19,3,101.24306912352486,7.532278859000597,EC,Android,0.0
172.93513695381358,4,5,578.370444447672,66.43533164339729,CO,iOS,0.0
44.65850242077447,6,1,168.52339373102546,34.91753673425485,MX,iOS,0.0
13.588904129742799,0,4,111.88753588113508,90.8499866371061,US,Android,0.0
73.86535882790156,8,1,57.39186403724811,22.48064832770251,US,iOS,0.0
146.96479404457352,10,1,163.66104439573866,32.36335756746486,US,Android,0.0
24.311800342990335,11,1,888.3915061864602,48.44488015310896,US,Android,0.0
97.52196186564929,9,2,176.85294291501995,83.42578445717844,MX,iOS,0.0
8.921102898989728,19,2,631.4313039231546,78.17658099107447,US,Android,0.0
5.306509591030941,21,1,167.2893456381396,85.43074265611685,MX,iOS,0.0
75.7908940625521,10,1,211.7479323133473,60.815436150543675,EC,Web,0.0
77.79104426947421,0,1,96.95742139596157,20.09353728644796,MX,Web,0.0
101.4537448204616,19,4,831.9671721376765,69.4160393761656,US,Android,0.0
129.49605629166842,4,4,93.02903914327078,46.961017010643005,MX,Android,0.0
372.3557008699993,14,0,51.09935987878011,86.37062858675125,US,iOS,0.0
72.62911192303562,23,1,1011.4156764203263,65.89716856524575,CO,Android,0.0
39.00197141059788,21,3,435.51258618004783,30.13710788008708,EC,Web,0.0
158.56539797326863,9,1,231.84795969815366,93.8649989599022,CO,iOS,0.0
31.585146543613728,11,3,541.325017707569,81.59632141304103,US,Android,0.0
57.798343127330135,13,3,387.0903415988796,8.19735137251384,EC,Web,0.0
8.17051685836699,18,2,1270.2728558970648,17.347340671310207,BR,Web,0.0
2.5677609541474378,9,2,1.1559278046088868,39.737604113985846,CO,iOS,0.0
328.7379923268602,23,0,656.9625122495629,90.83958042664081,US,Web,0.0
180.77676421150625,21,1,497.4262659909838,91.62851052538196,US,iOS,0.0
119.06427327993416,11,0,852.067005037585,85.98212792783976,EC,iOS,0.0
52.58596444651419,17,3,103.0711977550874,61.3353082233956,BR,Android,0.0
19.030653614210873,20,4,429.5267763124526,54.71571328461572,BR,iOS,0.0
17.012074157285415,18,1,559.5570825435746,14.233432649863587,EC,iOS,0.0
28.80059891265836,3,1,35.72272660043048,95.63356859485127,US,Android,0.0
79.67906483133146,18,4,416.88112772158644,49.58765503107113,US,Web,0.0
125.38492877767757,20,3,1211.0731648189872,73.02025338345737,US,Web,0.0
107.93903496967985,13,0,309.343621044814,0.5890718610759071,US,iOS,0.0
32.84122613889959,7,2,173.4876290973703,26.9661059180875,BR,iOS,0.0
309.81034985563065,22,2,122.042173700504,92.47385501520405,US,Android,0.0
133.90174048752263,3,1,583.3417257559503,70.92776604750644,MX,iOS,0.0
80.82304819313313,15,2,327.7118045353084,13.45326160771262,BR,iOS,0.0
94.6030472037435,11,1,429.5156468778793,94.00024408584956,US,Android,0.0
54.40378655320514,17,1,1382.3351851066604,75.70361943427663,CO,Android,0.0
28.466129227406352,11,3,806.1340424179962,23.977635405816898,EC,iOS,0.0
44.00141293231124,17,5,46.45678629598668,83.25598367139061,MX,Web,0.0
141.8181847756713,3,2,730.866348404244,12.478233803398176,MX,Web,0.0
1.4498079720804276,15,1,214.44527174084638,40.50890769299422,EC,iOS,0.0
12.338039223997605,17,3,844.4764092572747,23.73611982490874,EC,Web,0.0
4.709437695252053,18,4,791.5276013181627,22.147212315702134,MX,Android,0.0
4.1581451917292425,15,1,28.423484505607092,97.46093291739896,MX,Android,0.0
193.42030336156586,20,2,135.50345602560384,46.01573164061118,BR,Android,0.0
121.62406117006883,2,4,84.56813284303759,66.7273785967327,EC,Android,0.0
64.27845944128924,16,5,175.7421555807394,79.20049049279105,CO,Android,0.0
10.295691844781325,2,1,1890.8411996407533,33.032882289316525,BR,Android,0.0
67.65179657972332,12,2,3.9868900522360895,70.86218279754408,MX,Android,0.0
64.14503320943712,5,5,375.00651359502706,34.126830845019306,EC,Android,0.0
19.019471280022497,18,5,142.6570795958732,16.5779922841813,EC,Android,0.0
56.88991313023239,8,2,159.61270006099642,74.03273866343189,CO,iOS,0.0
50.83366145832069,18,1,158.18674519275535,19.041782223675607,MX,iOS,0.0
95.67224329131345,10,2,10.69302109264615,51.36471640646545,EC,Android,0.0
100.81145360409121,2,2,51.51807066616529,45.93398998456904,EC,Android,0.0
4.636232402053473,14,5,193.40290592690172,16.87446857358974,BR,iOS,0.0
46.938400465506156,15,1,268.98618695203265,16.716716246939455,US,iOS,0.0
98.31249947827285,2,5,2.9543823533985916,11.953127416342802,CO,iOS,0.0
69.94394526077897,4,4,31.535622654338244,95.86795726428724,EC,Android,0.0
194.13494531754387,6,2,32.453877503114455,73.36759254313256,EC,iOS,0.0
107.49747640549978,20,1,178.62604941332313,62.218688012819435,BR,Android,0.0
17.785286876730733,8,1,59.632196839286095,61.37724018394479,EC,iOS,0.0
7.318243625624084,21,0,274.77624737936463,25.432067845233764,MX,Android,0.0
102.83941471088912,0,3,395.1654286573874,95.87516075952264,BR,iOS,0.0
2.6869072667394427,18,5,41.11241055248201,9.731554957505484,EC,iOS,0.0
88.13473778072907,23,0,205.41871108751423,7.028813543909207,EC,Android,0.0
281.7255455387152,13,5,37.215503416094556,25.44717937356853,BR,Android,0.0
85.67824455775444,14,2,837.3365423924535,0.9352808175147831,EC,iOS,0.0
49.13006922239072,2,2,679.8781308982445,90.22758956478107,EC,Android,0.0
103.08271578449819,23,0,324.1926535012575,64.90221463637646,US,iOS,0.0
61.29559740510913,3,2,367.16800498406275,60.08134779639535,EC,Web,0.0
78.88143605763202,16,0,297.9861121825729,52.87193217090571,BR,Android,0.0
